,date,gold price
1040,2013-03-21,1613.8
1041,2013-03-22,1606.1
1042,2013-03-25,1604.5
1043,2013-03-26,1595.7
1044,2013-03-27,1608.9
1045,2013-03-28,1597.4
1046,2013-04-01,1602.6
1047,2013-04-02,1577.5
1048,2013-04-03,1555.1
1049,2013-04-04,1553.9
1050,2013-04-05,1577.5
1051,2013-04-08,1574.1
1052,2013-04-09,1588.3
1053,2013-04-10,1560.4
1054,2013-04-11,1566.5
1055,2013-04-12,1502.9
1056,2013-04-15,1362.1
1057,2013-04-16,1388.5
1058,2013-04-17,1383.9
1059,2013-04-18,1393.8
1060,2013-04-19,1397.0
1061,2013-04-22,1422.7
1062,2013-04-23,1410.3
1063,2013-04-24,1425.3
1064,2013-04-25,1463.7
1065,2013-04-26,1455.1
1066,2013-04-29,1468.1
1067,2013-04-30,1472.7
1068,2013-05-01,1446.8
1069,2013-05-02,1468.2
1070,2013-05-03,1464.8
1071,2013-05-06,1468.6
1072,2013-05-07,1449.4
1073,2013-05-08,1474.3
1074,2013-05-09,1469.1
1075,2013-05-10,1437.0
1076,2013-05-13,1434.9
1077,2013-05-14,1425.1
1078,2013-05-15,1396.8
1079,2013-05-16,1387.5
1080,2013-05-17,1365.3
1081,2013-05-20,1384.8
1082,2013-05-21,1378.2
1083,2013-05-22,1367.9
1084,2013-05-23,1392.3
1085,2013-05-24,1387.0
1086,2013-05-28,1379.3
1087,2013-05-29,1391.6
1088,2013-05-30,1411.8
1089,2013-05-31,1392.8
1090,2013-06-03,1411.8
1091,2013-06-04,1397.1
1092,2013-06-05,1398.4
1093,2013-06-06,1415.8
1094,2013-06-07,1383.1
1095,2013-06-10,1386.3
1096,2013-06-11,1377.1
1097,2013-06-12,1392.1
1098,2013-06-13,1377.9
1099,2013-06-14,1387.6
1100,2013-06-17,1383.0
1101,2013-06-18,1366.7
1102,2013-06-19,1373.7
1103,2013-06-20,1285.9
1104,2013-06-21,1291.7
1105,2013-06-24,1276.8
1106,2013-06-25,1274.9
1107,2013-06-26,1229.6
1108,2013-06-27,1211.4
1109,2013-06-28,1223.8
1110,2013-07-01,1255.9
1111,2013-07-02,1243.6
1112,2013-07-03,1252.1
1113,2013-07-05,1212.9
1114,2013-07-08,1235.5
1115,2013-07-09,1245.9
1116,2013-07-10,1247.4
1117,2013-07-11,1280.1
1118,2013-07-12,1278.1
1119,2013-07-15,1284.0
1120,2013-07-16,1290.8
1121,2013-07-17,1277.8
1122,2013-07-18,1284.5
1123,2013-07-19,1293.2
1124,2013-07-22,1336.4
1125,2013-07-23,1334.9
1126,2013-07-24,1319.7
1127,2013-07-25,1329.0
1128,2013-07-26,1321.4
1129,2013-07-29,1328.8
1130,2013-07-30,1324.3
1131,2013-07-31,1312.4
1132,2013-08-01,1310.7
1133,2013-08-02,1310.2
1134,2013-08-05,1302.1
1135,2013-08-06,1282.5
1136,2013-08-07,1285.4
1137,2013-08-08,1310.1
1138,2013-08-09,1312.5
1139,2013-08-12,1334.9
1140,2013-08-13,1321.3
1141,2013-08-14,1334.1
1142,2013-08-15,1361.1
1143,2013-08-16,1371.2
1144,2013-08-19,1365.6
1145,2013-08-20,1372.5
1146,2013-08-21,1370.0
1147,2013-08-22,1370.5
1148,2013-08-23,1395.0
1149,2013-08-26,1392.6
1150,2013-08-27,1419.9
1151,2013-08-28,1418.6
1152,2013-08-29,1412.7
1153,2013-08-30,1395.9
1154,2013-09-03,1411.8
1155,2013-09-04,1389.8
1156,2013-09-05,1372.8
1157,2013-09-06,1386.3
1158,2013-09-09,1386.5
1159,2013-09-10,1363.8
1160,2013-09-11,1363.6
1161,2013-09-12,1330.4
1162,2013-09-13,1308.4
1163,2013-09-16,1317.8
1164,2013-09-17,1309.4
1165,2013-09-18,1307.6
1166,2013-09-19,1369.4
1167,2013-09-20,1332.5
1168,2013-09-23,1327.0
1169,2013-09-24,1316.1
1170,2013-09-25,1336.0
1171,2013-09-26,1323.8
1172,2013-09-27,1338.9
1173,2013-09-30,1326.8
1174,2013-10-01,1285.9
1175,2013-10-02,1320.5
1176,2013-10-03,1317.4
1177,2013-10-04,1309.7
1178,2013-10-07,1324.9
1179,2013-10-08,1324.4
1180,2013-10-09,1319.0
1181,2013-10-10,1308.4
1182,2013-10-11,1279.1
1183,2013-10-14,1287.7
1184,2013-10-15,1283.9
1185,2013-10-16,1292.9
1186,2013-10-17,1333.3
1187,2013-10-18,1324.7
1188,2013-10-21,1325.8
1189,2013-10-22,1352.0
1190,2013-10-23,1343.2
1191,2013-10-24,1359.6
1192,2013-10-25,1361.7
1193,2013-10-28,1361.6
1194,2013-10-29,1354.8
1195,2013-10-30,1349.7
1196,2013-10-31,1324.1
1197,2013-11-01,1313.6
1198,2013-11-04,1315.1
1199,2013-11-05,1308.5
1200,2013-11-06,1318.2
1201,2013-11-07,1308.9
1202,2013-11-08,1285.1
1203,2013-11-11,1281.6
1204,2013-11-12,1271.7
1205,2013-11-13,1268.9
1206,2013-11-14,1286.8
1207,2013-11-15,1287.8
1208,2013-11-18,1272.7
1209,2013-11-19,1273.9
1210,2013-11-20,1258.4
1211,2013-11-21,1243.9
1212,2013-11-22,1244.3
1213,2013-11-25,1241.4
1214,2013-11-26,1241.4
1215,2013-11-27,1237.8
1216,2013-11-29,1250.5
1217,2013-12-02,1222.3
1218,2013-12-03,1221.3
1219,2013-12-04,1247.4
1220,2013-12-05,1232.5
1221,2013-12-06,1229.6
1222,2013-12-09,1234.9
1223,2013-12-10,1261.8
1224,2013-12-11,1257.9
1225,2013-12-12,1225.7
1226,2013-12-13,1235.4
1227,2013-12-16,1245.2
1228,2013-12-17,1230.8
1229,2013-12-18,1235.7
1230,2013-12-19,1194.3
1231,2013-12-20,1204.3
1232,2013-12-23,1197.4
1233,2013-12-24,1203.6
1234,2013-12-26,1212.2
1235,2013-12-27,1214.1
1236,2013-12-30,1203.1
1237,2013-12-31,1201.9
1238,2014-01-02,1225.0
1239,2014-01-03,1238.4
1240,2014-01-06,1237.8
1241,2014-01-07,1229.4
1242,2014-01-08,1225.3
1243,2014-01-09,1229.3
1244,2014-01-10,1246.7
1245,2014-01-13,1250.9
1246,2014-01-14,1245.2
1247,2014-01-15,1238.1
1248,2014-01-16,1240.0
1249,2014-01-17,1251.7
1250,2014-01-21,1242.3
1251,2014-01-22,1238.5
1252,2014-01-23,1262.3
1253,2014-01-24,1264.4
1254,2014-01-27,1263.5
1255,2014-01-28,1250.6
1256,2014-01-29,1262.2
1257,2014-01-30,1242.4
1258,2014-01-31,1239.8
1259,2014-02-03,1259.9
1260,2014-02-04,1251.2
1261,2014-02-05,1257.0
1262,2014-02-06,1257.4
1263,2014-02-07,1263.2
1264,2014-02-10,1274.8
1265,2014-02-11,1289.9
1266,2014-02-12,1295.1
1267,2014-02-13,1300.2
1268,2014-02-14,1318.8
1269,2014-02-18,1324.6
1270,2014-02-19,1320.6
1271,2014-02-20,1317.0
1272,2014-02-21,1323.7
1273,2014-02-24,1338.1
1274,2014-02-25,1342.8
1275,2014-02-26,1328.0
1276,2014-02-27,1331.6
1277,2014-02-28,1321.4
1278,2014-03-03,1350.1
1279,2014-03-04,1337.8
1280,2014-03-05,1340.7
1281,2014-03-06,1352.2
1282,2014-03-07,1338.6
1283,2014-03-10,1341.9
1284,2014-03-11,1347.1
1285,2014-03-12,1370.7
1286,2014-03-13,1372.6
1287,2014-03-14,1379.2
1288,2014-03-17,1373.1
1289,2014-03-18,1359.1
1290,2014-03-19,1341.5
1291,2014-03-20,1330.7
1292,2014-03-21,1336.0
1293,2014-03-24,1311.2
1294,2014-03-25,1311.5
1295,2014-03-26,1303.5
1296,2014-03-27,1294.8
1297,2014-03-28,1294.1
1298,2014-03-31,1283.7
1299,2014-04-01,1279.9
1300,2014-04-02,1290.7
1301,2014-04-03,1284.4
1302,2014-04-04,1303.2
1303,2014-04-07,1298.0
1304,2014-04-08,1308.7
1305,2014-04-09,1305.5
1306,2014-04-10,1320.1
1307,2014-04-11,1318.6
1308,2014-04-14,1327.2
1309,2014-04-15,1300.0
1310,2014-04-16,1303.2
1311,2014-04-17,1293.5
1312,2014-04-21,1288.1
1313,2014-04-22,1280.7
1314,2014-04-23,1284.2
1315,2014-04-24,1290.3
1316,2014-04-25,1300.5
1317,2014-04-28,1298.7
1318,2014-04-29,1296.0
1319,2014-04-30,1295.6
1320,2014-05-01,1286.1
1321,2014-05-02,1305.8
1322,2014-05-05,1312.5
1323,2014-05-06,1311.8
1324,2014-05-07,1292.2
1325,2014-05-08,1291.0
1326,2014-05-09,1291.1
1327,2014-05-12,1299.4
1328,2014-05-13,1298.7
1329,2014-05-14,1309.7
1330,2014-05-15,1297.4
1331,2014-05-16,1297.3
1332,2014-05-19,1297.9
1333,2014-05-20,1299.0
1334,2014-05-21,1292.5
1335,2014-05-22,1299.1
1336,2014-05-23,1295.7
1337,2014-05-27,1269.6
1338,2014-05-28,1266.2
1339,2014-05-29,1263.2
1340,2014-05-30,1252.0
1341,2014-06-02,1250.1
1342,2014-06-03,1250.5
1343,2014-06-04,1250.4
1344,2014-06-05,1259.3
1345,2014-06-06,1258.4
1346,2014-06-09,1259.8
1347,2014-06-10,1266.1
1348,2014-06-11,1267.2
1349,2014-06-12,1280.2
1350,2014-06-13,1280.7
1351,2014-06-16,1281.9
1352,2014-06-17,1278.6
1353,2014-06-18,1279.3
1354,2014-06-19,1320.8
1355,2014-06-20,1323.5
1356,2014-06-23,1325.3
1357,2014-06-24,1328.2
1358,2014-06-25,1329.5
1359,2014-06-26,1323.7
1360,2014-06-27,1326.7
1361,2014-06-30,1325.9
1362,2014-07-01,1330.5
1363,2014-07-02,1335.0
1364,2014-07-03,1321.1
1365,2014-07-07,1317.6
1366,2014-07-08,1317.1
1367,2014-07-09,1325.0
1368,2014-07-10,1339.8
1369,2014-07-11,1338.0
1370,2014-07-14,1307.3
1371,2014-07-15,1297.7
1372,2014-07-16,1300.4
1373,2014-07-17,1317.5
1374,2014-07-18,1310.0
1375,2014-07-21,1314.5
1376,2014-07-22,1306.9
1377,2014-07-23,1305.3
1378,2014-07-24,1291.4
1379,2014-07-25,1304.0
1380,2014-07-28,1304.1
1381,2014-07-29,1299.0
1382,2014-07-30,1295.5
1383,2014-07-31,1281.7
1384,2014-08-01,1293.9
1385,2014-08-04,1288.0
1386,2014-08-05,1284.1
1387,2014-08-06,1306.7
1388,2014-08-07,1310.8
1389,2014-08-08,1309.2
1390,2014-08-11,1308.7
1391,2014-08-12,1309.0
1392,2014-08-13,1313.0
1393,2014-08-14,1314.2
1394,2014-08-15,1304.7
1395,2014-08-18,1297.9
1396,2014-08-19,1295.3
1397,2014-08-20,1293.7
1398,2014-08-21,1282.8
1399,2014-08-22,1278.7
1400,2014-08-25,1286.4
1401,2014-08-26,1292.7
1402,2014-08-27,1290.5
1403,2014-08-28,1297.5
1404,2014-08-29,1291.4
1405,2014-09-02,1268.9
1406,2014-09-03,1274.5
1407,2014-09-04,1270.8
1408,2014-09-05,1271.7
1409,2014-09-08,1258.9
1410,2014-09-09,1253.3
1411,2014-09-10,1250.2
1412,2014-09-11,1243.6
1413,2014-09-12,1235.9
1414,2014-09-15,1239.5
1415,2014-09-16,1241.2
1416,2014-09-17,1240.3
1417,2014-09-18,1231.2
1418,2014-09-19,1220.9
1419,2014-09-22,1222.0
1420,2014-09-23,1225.7
1421,2014-09-24,1223.1
1422,2014-09-25,1225.4
1423,2014-09-26,1221.8
1424,2014-09-29,1225.3
1425,2014-09-30,1218.0
1426,2014-10-01,1221.8
1427,2014-10-02,1221.2
1428,2014-10-03,1199.3
1429,2014-10-06,1213.7
1430,2014-10-07,1218.6
1431,2014-10-08,1212.1
1432,2014-10-09,1231.0
1433,2014-10-10,1227.0
1434,2014-10-13,1234.9
1435,2014-10-14,1239.2
1436,2014-10-15,1249.2
1437,2014-10-16,1245.5
1438,2014-10-17,1243.6
1439,2014-10-20,1249.3
1440,2014-10-21,1256.7
1441,2014-10-22,1250.6
1442,2014-10-23,1234.0
1443,2014-10-24,1236.9
1444,2014-10-27,1234.3
1445,2014-10-28,1232.8
1446,2014-10-29,1228.3
1447,2014-10-30,1202.1
1448,2014-10-31,1175.0
1449,2014-11-03,1173.1
1450,2014-11-04,1171.0
1451,2014-11-05,1148.8
1452,2014-11-06,1145.6
1453,2014-11-07,1172.9
1454,2014-11-10,1163.0
1455,2014-11-11,1166.4
1456,2014-11-12,1162.2
1457,2014-11-13,1164.5
1458,2014-11-14,1188.6
1459,2014-11-17,1186.7
1460,2014-11-18,1199.9
1461,2014-11-19,1196.7
1462,2014-11-20,1193.6
1463,2014-11-21,1200.5
1464,2014-11-24,1198.8
1465,2014-11-25,1200.1
1466,2014-11-26,1199.7
1467,2014-11-28,1177.3
1468,2014-12-01,1220.2
1469,2014-12-02,1201.3
1470,2014-12-03,1210.5
1471,2014-12-04,1209.6
1472,2014-12-05,1192.8
1473,2014-12-08,1197.4
1474,2014-12-09,1234.7
1475,2014-12-10,1232.0
1476,2014-12-11,1228.1
1477,2014-12-12,1224.7
1478,2014-12-15,1209.8
1479,2014-12-16,1196.5
1480,2014-12-17,1196.7
1481,2014-12-18,1197.1
1482,2014-12-19,1198.4
1483,2014-12-22,1182.2
1484,2014-12-23,1180.5
1485,2014-12-24,1176.1
1486,2014-12-26,1197.9
1487,2014-12-29,1184.3
1488,2014-12-30,1202.6
1489,2014-12-31,1186.4
1490,2015-01-02,1188.7
1491,2015-01-05,1206.7
1492,2015-01-06,1221.9
1493,2015-01-07,1213.2
1494,2015-01-08,1211.1
1495,2015-01-09,1218.7
1496,2015-01-12,1235.4
1497,2015-01-13,1236.9
1498,2015-01-14,1236.9
1499,2015-01-15,1267.4
1500,2015-01-16,1279.7
1501,2015-01-20,1297.0
1502,2015-01-21,1296.5
1503,2015-01-22,1303.6
1504,2015-01-23,1295.5
1505,2015-01-26,1282.5
1506,2015-01-27,1295.0
1507,2015-01-28,1289.2
1508,2015-01-29,1257.9
1509,2015-01-30,1281.3
1510,2015-02-02,1279.1
1511,2015-02-03,1262.6
1512,2015-02-04,1266.9
1513,2015-02-05,1265.1
1514,2015-02-06,1237.0
1515,2015-02-09,1243.8
1516,2015-02-10,1234.5
1517,2015-02-11,1221.9
1518,2015-02-12,1222.9
1519,2015-02-13,1229.4
1520,2015-02-17,1210.9
1521,2015-02-18,1202.4
1522,2015-02-19,1209.7
1523,2015-02-20,1207.0
1524,2015-02-23,1202.8
1525,2015-02-24,1199.3
1526,2015-02-25,1203.5
1527,2015-02-26,1212.3
1528,2015-02-27,1215.4
1529,2015-03-02,1210.6
1530,2015-03-03,1207.0
1531,2015-03-04,1203.5
1532,2015-03-05,1198.8
1533,2015-03-06,1167.0
1534,2015-03-09,1169.3
1535,2015-03-10,1162.7
1536,2015-03-11,1153.0
1537,2015-03-12,1154.3
1538,2015-03-13,1154.7
1539,2015-03-16,1155.4
1540,2015-03-17,1150.4
1541,2015-03-18,1153.4
1542,2015-03-19,1171.2
1543,2015-03-20,1186.9
1544,2015-03-23,1189.9
1545,2015-03-24,1193.6
1546,2015-03-25,1199.6
1547,2015-03-26,1207.3
1548,2015-03-27,1202.4
1549,2015-03-30,1187.0
1550,2015-03-31,1184.9
1551,2015-04-01,1209.9
1552,2015-04-02,1202.6
1553,2015-04-06,1220.3
1554,2015-04-07,1212.3
1555,2015-04-08,1204.7
1556,2015-04-09,1195.2
1557,2015-04-10,1206.4
1558,2015-04-13,1201.1
1559,2015-04-14,1194.4
1560,2015-04-15,1203.1
1561,2015-04-16,1199.8
1562,2015-04-17,1205.0
1563,2015-04-20,1195.5
1564,2015-04-21,1204.9
1565,2015-04-22,1188.7
1566,2015-04-23,1196.2
1567,2015-04-24,1176.8
1568,2015-04-27,1205.0
1569,2015-04-28,1215.8
1570,2015-04-29,1210.5
1571,2015-04-30,1182.9
1572,2015-05-01,1175.0
1573,2015-05-04,1187.3
1574,2015-05-05,1193.7
1575,2015-05-06,1190.8
1576,2015-05-07,1182.7
1577,2015-05-08,1189.4
1578,2015-05-11,1183.5
1579,2015-05-12,1192.9
1580,2015-05-13,1218.7
1581,2015-05-14,1225.7
1582,2015-05-15,1225.8
1583,2015-05-18,1228.1
1584,2015-05-19,1207.2
1585,2015-05-20,1209.2
1586,2015-05-21,1204.6
1587,2015-05-22,1204.4
1588,2015-05-26,1187.3
1589,2015-05-27,1186.0
1590,2015-05-28,1188.4
1591,2015-05-29,1189.6
1592,2015-06-01,1188.4
1593,2015-06-02,1194.1
1594,2015-06-03,1184.6
1595,2015-06-04,1174.9
1596,2015-06-05,1167.8
1597,2015-06-08,1173.3
1598,2015-06-09,1177.3
1599,2015-06-10,1201.9
1600,2015-06-11,1179.9
1601,2015-06-12,1178.8
1602,2015-06-15,1185.3
1603,2015-06-16,1180.5
1604,2015-06-17,1176.4
1605,2015-06-18,1201.5
1606,2015-06-19,1201.5
1607,2015-06-22,1183.7
1608,2015-06-23,1176.2
1609,2015-06-24,1172.6
1610,2015-06-25,1171.5
1611,2015-06-26,1172.9
1612,2015-06-29,1178.5
1613,2015-06-30,1171.5
1614,2015-07-01,1169.0
1615,2015-07-02,1163.0
1616,2015-07-06,1172.9
1617,2015-07-07,1152.4
1618,2015-07-08,1163.3
1619,2015-07-09,1159.7
1620,2015-07-10,1158.4
1621,2015-07-13,1155.9
1622,2015-07-14,1154.0
1623,2015-07-15,1147.9
1624,2015-07-16,1144.3
1625,2015-07-17,1132.2
1626,2015-07-20,1107.1
1627,2015-07-21,1103.7
1628,2015-07-22,1091.7
1629,2015-07-23,1094.2
1630,2015-07-24,1085.7
1631,2015-07-27,1096.6
1632,2015-07-28,1096.3
1633,2015-07-29,1092.8
1634,2015-07-30,1088.4
1635,2015-07-31,1094.8
1636,2015-08-03,1089.2
1637,2015-08-04,1090.5
1638,2015-08-05,1085.3
1639,2015-08-06,1089.8
1640,2015-08-07,1093.8
1641,2015-08-10,1104.2
1642,2015-08-11,1107.8
1643,2015-08-12,1123.2
1644,2015-08-13,1115.2
1645,2015-08-14,1112.4
1646,2015-08-17,1118.1
1647,2015-08-18,1116.4
1648,2015-08-19,1127.1
1649,2015-08-20,1152.2
1650,2015-08-21,1158.6
1651,2015-08-24,1152.5
1652,2015-08-25,1137.2
1653,2015-08-26,1124.7
1654,2015-08-27,1122.4
1655,2015-08-28,1143.9
1656,2015-08-31,1142.4
1657,2015-09-01,1149.2
1658,2015-09-02,1142.9
1659,2015-09-03,1133.3
1660,2015-09-04,1130.3
1661,2015-09-08,1129.7
1662,2015-09-09,1110.5
1663,2015-09-10,1117.8
1664,2015-09-11,1111.9
1665,2015-09-14,1116.2
1666,2015-09-15,1111.0
1667,2015-09-16,1127.5
1668,2015-09-17,1125.8
1669,2015-09-18,1145.7
1670,2015-09-21,1140.8
1671,2015-09-22,1132.6
1672,2015-09-23,1139.3
1673,2015-09-24,1161.3
1674,2015-09-25,1153.2
1675,2015-09-28,1139.2
1676,2015-09-29,1134.2
1677,2015-09-30,1122.3
1678,2015-10-01,1120.8
1679,2015-10-02,1143.0
1680,2015-10-05,1144.1
1681,2015-10-06,1152.8
1682,2015-10-07,1155.1
1683,2015-10-08,1150.8
1684,2015-10-09,1162.8
1685,2015-10-12,1171.5
1686,2015-10-13,1172.3
1687,2015-10-14,1186.2
1688,2015-10-15,1193.8
1689,2015-10-16,1189.6
1690,2015-10-19,1179.3
1691,2015-10-20,1183.9
1692,2015-10-21,1173.2
1693,2015-10-22,1172.0
1694,2015-10-23,1168.8
1695,2015-10-26,1172.3
1696,2015-10-27,1171.8
1697,2015-10-28,1182.4
1698,2015-10-29,1154.0
1699,2015-10-30,1148.0
1700,2015-11-02,1142.7
1701,2015-11-03,1120.9
1702,2015-11-04,1113.2
1703,2015-11-05,1111.4
1704,2015-11-06,1095.6
1705,2015-11-09,1096.2
1706,2015-11-10,1096.4
1707,2015-11-11,1092.4
1708,2015-11-12,1088.3
1709,2015-11-13,1088.3
1710,2015-11-16,1091.0
1711,2015-11-17,1075.8
1712,2015-11-18,1075.8
1713,2015-11-19,1084.8
1714,2015-11-20,1083.0
1715,2015-11-23,1073.5
1716,2015-11-24,1080.3
1717,2015-11-25,1077.0
1718,2015-11-27,1063.4
1719,2015-11-30,1072.8
1720,2015-12-01,1070.9
1721,2015-12-02,1061.2
1722,2015-12-03,1068.8
1723,2015-12-04,1091.5
1724,2015-12-07,1082.5
1725,2015-12-08,1082.6
1726,2015-12-09,1083.7
1727,2015-12-10,1079.1
1728,2015-12-11,1082.7
1729,2015-12-14,1070.3
1730,2015-12-15,1068.6
1731,2015-12-16,1084.1
1732,2015-12-17,1056.9
1733,2015-12-18,1072.3
1734,2015-12-21,1088.2
1735,2015-12-22,1081.7
1736,2015-12-23,1075.7
1737,2015-12-24,1083.4
1738,2015-12-28,1075.6
1739,2015-12-29,1075.4
1740,2015-12-30,1067.1
1741,2015-12-31,1067.3
1742,2016-01-04,1082.2
1743,2016-01-05,1085.3
1744,2016-01-06,1098.8
1745,2016-01-07,1114.5
1746,2016-01-08,1104.3
1747,2016-01-11,1101.7
1748,2016-01-12,1090.3
1749,2016-01-13,1092.3
1750,2016-01-14,1078.2
1751,2016-01-15,1094.8
1752,2016-01-19,1093.1
1753,2016-01-20,1109.8
1754,2016-01-21,1101.6
1755,2016-01-22,1100.3
1756,2016-01-25,1105.5
1757,2016-01-26,1120.3
1758,2016-01-27,1116.0
1759,2016-01-28,1115.6
1760,2016-01-29,1116.5
1761,2016-02-01,1128.0
1762,2016-02-02,1127.2
1763,2016-02-03,1141.2
1764,2016-02-04,1157.2
1765,2016-02-05,1157.4
1766,2016-02-08,1197.6
1767,2016-02-09,1198.4
1768,2016-02-10,1194.3
1769,2016-02-11,1247.5
1770,2016-02-12,1239.0
1771,2016-02-16,1207.7
1772,2016-02-17,1210.9
1773,2016-02-18,1225.8
1774,2016-02-19,1230.3
1775,2016-02-22,1209.7
1776,2016-02-23,1226.5
1777,2016-02-24,1243.2
1778,2016-02-25,1243.1
1779,2016-02-26,1224.9
1780,2016-02-29,1239.2
1781,2016-03-01,1235.8
1782,2016-03-02,1247.0
1783,2016-03-03,1264.0
1784,2016-03-04,1276.8
1785,2016-03-07,1270.3
1786,2016-03-08,1269.3
1787,2016-03-09,1263.7
1788,2016-03-10,1279.3
1789,2016-03-11,1266.3
1790,2016-03-14,1252.2
1791,2016-03-15,1237.9
1792,2016-03-16,1236.9
1793,2016-03-17,1271.7
1794,2016-03-18,1260.8
1795,2016-03-21,1251.4
1796,2016-03-22,1256.7
1797,2016-03-23,1231.9
1798,2016-03-24,1230.3
1799,2016-03-28,1228.8
1800,2016-03-29,1244.4
1801,2016-03-30,1235.4
1802,2016-03-31,1242.2
1803,2016-04-01,1230.1
1804,2016-04-04,1225.9
1805,2016-04-05,1236.1
1806,2016-04-06,1230.4
1807,2016-04-07,1236.7
1808,2016-04-08,1243.1
1809,2016-04-11,1257.3
1810,2016-04-12,1260.1
1811,2016-04-13,1247.5
1812,2016-04-14,1225.7
1813,2016-04-15,1233.7
1814,2016-04-18,1234.0
1815,2016-04-19,1253.3
1816,2016-04-20,1262.9
1817,2016-04-21,1258.9
1818,2016-04-22,1238.4
1819,2016-04-25,1248.6
1820,2016-04-26,1251.9
1821,2016-04-27,1259.1
1822,2016-04-28,1275.1
1823,2016-04-29,1299.9
1824,2016-05-02,1305.7
1825,2016-05-03,1301.4
1826,2016-05-04,1283.9
1827,2016-05-05,1281.8
1828,2016-05-06,1304.0
1829,2016-05-09,1276.7
1830,2016-05-10,1275.1
1831,2016-05-11,1286.3
1832,2016-05-12,1281.5
1833,2016-05-13,1283.1
1834,2016-05-16,1284.9
1835,2016-05-17,1287.8
1836,2016-05-18,1285.9
1837,2016-05-19,1266.7
1838,2016-05-20,1265.8
1839,2016-05-23,1264.8
1840,2016-05-24,1241.9
1841,2016-05-25,1236.4
1842,2016-05-26,1232.5
1843,2016-05-27,1226.5
1844,2016-05-31,1227.9
1845,2016-06-01,1225.2
1846,2016-06-02,1223.0
1847,2016-06-03,1252.9
1848,2016-06-06,1257.6
1849,2016-06-07,1257.1
1850,2016-06-08,1272.7
1851,2016-06-09,1283.4
1852,2016-06-10,1287.0
1853,2016-06-13,1298.1
1854,2016-06-14,1299.3
1855,2016-06-15,1299.7
1856,2016-06-16,1310.2
1857,2016-06-17,1306.8
1858,2016-06-20,1304.2
1859,2016-06-21,1284.5
1860,2016-06-22,1282.0
1861,2016-06-23,1274.9
1862,2016-06-24,1334.2
1863,2016-06-27,1336.6
1864,2016-06-28,1330.3
1865,2016-06-29,1339.3
1866,2016-06-30,1332.9
1867,2016-07-01,1351.7
1868,2016-07-05,1371.6
1869,2016-07-06,1380.2
1870,2016-07-07,1375.2
1871,2016-07-08,1371.7
1872,2016-07-11,1370.2
1873,2016-07-12,1349.1
1874,2016-07-13,1357.3
1875,2016-07-14,1345.8
1876,2016-07-15,1341.1
1877,2016-07-18,1343.0
1878,2016-07-19,1346.2
1879,2016-07-20,1333.3
1880,2016-07-21,1345.3
1881,2016-07-22,1325.3
1882,2016-07-25,1321.3
1883,2016-07-26,1322.5
1884,2016-07-27,1328.6
1885,2016-07-28,1334.6
1886,2016-07-29,1350.3
1887,2016-08-01,1352.8
1888,2016-08-02,1365.7
1889,2016-08-03,1357.0
1890,2016-08-04,1359.7
1891,2016-08-05,1352.6
1892,2016-08-08,1349.5
1893,2016-08-09,1354.9
1894,2016-08-10,1360.1
1895,2016-08-11,1358.1
1896,2016-08-12,1351.2
1897,2016-08-15,1355.2
1898,2016-08-16,1364.4
1899,2016-08-17,1356.1
1900,2016-08-18,1364.5
1901,2016-08-19,1353.5
1902,2016-08-22,1350.7
1903,2016-08-23,1353.4
1904,2016-08-24,1336.3
1905,2016-08-25,1330.6
1906,2016-08-26,1331.5
1907,2016-08-29,1332.7
1908,2016-08-30,1322.4
